Extension (m),Force (N)
-5.723262e-06,-1.3247646e-08
-5.723397e-06,-1.3247229e-08
-5.7235316e-06,-1.3247601e-08
-5.7236653e-06,-1.32486e-08
-5.7237976e-06,-1.3251183e-08
-5.723928e-06,-1.3254528e-08
-5.724057e-06,-1.325402e-08
-5.7241837e-06,-1.3250639e-08
-5.724309e-06,-1.3249453e-08
-5.724434e-06,-1.325089e-08
-5.724558e-06,-1.3253626e-08
-5.724682e-06,-1.3257529e-08
-5.7248067e-06,-1.32605065e-08
-5.7249313e-06,-1.3260209e-08
-5.7250563e-06,-1.3258052e-08
-5.7251823e-06,-1.3256791e-08
-5.7253083e-06,-1.325637e-08
-5.725434e-06,-1.3256314e-08
-5.7255606e-06,-1.3256979e-08
-5.7256875e-06,-1.3257746e-08
-5.725814e-06,-1.3257915e-08
-5.7259404e-06,-1.3256267e-08
-5.7260663e-06,-1.3252481e-08
-5.7261923e-06,-1.3250893e-08
-5.7263182e-06,-1.32535165e-08
-5.7264447e-06,-1.3256216e-08
-5.7265725e-06,-1.3256753e-08
-5.7267025e-06,-1.3256919e-08
-5.726835e-06,-1.32582265e-08
-5.726969e-06,-1.3259092e-08
-5.727106e-06,-1.3257911e-08
-5.727244e-06,-1.32541516e-08
-5.727383e-06,-1.3250896e-08
-5.7275215e-06,-1.3252039e-08
-5.727659e-06,-1.3254514e-08
-5.7277944e-06,-1.3255553e-08
-5.7279276e-06,-1.3257013e-08
-5.728058e-06,-1.3259835e-08
-5.728186e-06,-1.3260819e-08
-5.7283114e-06,-1.3258254e-08
-5.7284346e-06,-1.3255036e-08
-5.7285565e-06,-1.3254974e-08
-5.728677e-06,-1.32563684e-08
-5.728797e-06,-1.325688e-08
-5.7289176e-06,-1.3260106e-08
-5.7290395e-06,-1.3265803e-08
-5.729163e-06,-1.32685e-08
-5.72929e-06,-1.326821e-08
-5.7294205e-06,-1.3267054e-08
-5.7295547e-06,-1.32636755e-08
-5.7296925e-06,-1.3257494e-08
-5.7298325e-06,-1.3249942e-08
-5.7299753e-06,-1.3243e-08
-5.7301186e-06,-1.3239493e-08
-5.7302623e-06,-1.3240394e-08
-5.730405e-06,-1.3242707e-08
-5.730546e-06,-1.3244371e-08
-5.7306847e-06,-1.3244188e-08
-5.7308207e-06,-1.3243403e-08
-5.730954e-06,-1.324391e-08
-5.731085e-06,-1.324476e-08
-5.731214e-06,-1.3244444e-08
-5.731342e-06,-1.324454e-08
-5.7314687e-06,-1.3246843e-08
-5.7315947e-06,-1.324795e-08
-5.7317197e-06,-1.3247746e-08
-5.731844e-06,-1.3248783e-08
-5.7319676e-06,-1.3250879e-08
-5.732091e-06,-1.3252973e-08
-5.732214e-06,-1.3254535e-08
-5.732338e-06,-1.3256648e-08
-5.7324637e-06,-1.3260252e-08
-5.7325906e-06,-1.3263612e-08
-5.7327193e-06,-1.3263619e-08
-5.73285e-06,-1.3259808e-08
-5.7329817e-06,-1.3255531e-08
-5.733115e-06,-1.3252627e-08
-5.7332495e-06,-1.3251779e-08
-5.733386e-06,-1.3252182e-08
-5.7335233e-06,-1.3253916e-08
-5.7336624e-06,-1.3256854e-08
-5.733802e-06,-1.3258689e-08
-5.733943e-06,-1.3257674e-08
-5.734085e-06,-1.3255265e-08
-5.734227e-06,-1.3255482e-08
-5.7343705e-06,-1.3257615e-08
-5.7345137e-06,-1.3257334e-08
-5.734658e-06,-1.3255183e-08
-5.734802e-06,-1.3252799e-08
-5.7349457e-06,-1.32525875e-08
-5.735089e-06,-1.3254264e-08
-5.735231e-06,-1.3254835e-08
-5.7353705e-06,-1.325387e-08
-5.7355087e-06,-1.32523e-08
-5.735644e-06,-1.3249541e-08
-5.735778e-06,-1.3246797e-08
-5.73591e-06,-1.3246986e-08
-5.7360403e-06,-1.3251029e-08
-5.73617e-06,-1.3258059e-08
-5.736299e-06,-1.326333e-08
-5.736427e-06,-1.3262795e-08
-5.736554e-06,-1.3258709e-08
-5.73668e-06,-1.3254009e-08
-5.736805e-06,-1.3249579e-08
-5.7369293e-06,-1.3245979e-08
-5.737053e-06,-1.324459e-08
-5.7371767e-06,-1.3245814e-08
-5.7373004e-06,-1.3246038e-08
-5.7374245e-06,-1.3244628e-08
-5.73755e-06,-1.3245809e-08
-5.7376774e-06,-1.3250269e-08
-5.737806e-06,-1.3254131e-08
-5.7379366e-06,-1.3254807e-08
-5.7380685e-06,-1.3253421e-08
-5.738202e-06,-1.3252598e-08
-5.7383368e-06,-1.3252015e-08
-5.7384727e-06,-1.3248313e-08
-5.73861e-06,-1.3241238e-08
-5.738748e-06,-1.3236055e-08
-5.738886e-06,-1.32365034e-08
-5.739024e-06,-1.3240064e-08
-5.7391603e-06,-1.3243848e-08
-5.7392954e-06,-1.32468365e-08
-5.739429e-06,-1.3246323e-08
-5.7395614e-06,-1.3243462e-08
-5.739692e-06,-1.3243285e-08
-5.739822e-06,-1.3246852e-08
-5.7399507e-06,-1.3249447e-08
-5.740079e-06,-1.3249358e-08
-5.740207e-06,-1.3251047e-08
-5.7403354e-06,-1.3255444e-08
-5.740465e-06,-1.3258254e-08
-5.7405955e-06,-1.3258286e-08
-5.7407274e-06,-1.3257517e-08
-5.740861e-06,-1.3256589e-08
-5.7409966e-06,-1.32546845e-08
-5.741134e-06,-1.3251313e-08
-5.7412726e-06,-1.3248715e-08
-5.7414127e-06,-1.324917e-08
-5.7415546e-06,-1.3251152e-08
-5.7416983e-06,-1.3253327e-08
-5.7418433e-06,-1.3255326e-08
-5.7419898e-06,-1.3254886e-08
-5.7421375e-06,-1.3253651e-08
-5.742286e-06,-1.325529e-08
-5.742434e-06,-1.3259553e-08
-5.7425823e-06,-1.3264059e-08
-5.7427296e-06,-1.326615e-08
-5.7428765e-06,-1.3264259e-08
-5.743022e-06,-1.3256557e-08
-5.7431666e-06,-1.3246116e-08
-5.74331e-06,-1.323963e-08
-5.7434518e-06,-1.3237936e-08
-5.7435923e-06,-1.3236649e-08
-5.7437314e-06,-1.3236166e-08
-5.7438697e-06,-1.3239121e-08
-5.7440066e-06,-1.3242533e-08
-5.744143e-06,-1.324453e-08
-5.7442785e-06,-1.3246895e-08
-5.744413e-06,-1.3250428e-08
-5.7445473e-06,-1.3253202e-08
-5.7446805e-06,-1.3254934e-08
-5.744813e-06,-1.3257562e-08
-5.7449447e-06,-1.3258967e-08
-5.7450757e-06,-1.3256631e-08
-5.7452053e-06,-1.3252662e-08
-5.7453344e-06,-1.3250392e-08
-5.7454627e-06,-1.3248962e-08
-5.745591e-06,-1.3245894e-08
-5.745719e-06,-1.3243432e-08
-5.745848e-06,-1.3244686e-08
-5.745977e-06,-1.3249839e-08
-5.7461066e-06,-1.3255238e-08
-5.7462375e-06,-1.3257132e-08
-5.746369e-06,-1.32542155e-08
-5.7465013e-06,-1.3248514e-08
-5.746634e-06,-1.3244909e-08
-5.746768e-06,-1.3247255e-08
-5.746902e-06,-1.3254285e-08
-5.747037e-06,-1.3260135e-08
-5.747173e-06,-1.3261542e-08
-5.747309e-06,-1.3260446e-08
-5.747445e-06,-1.3258976e-08
-5.7475804e-06,-1.3257732e-08
-5.7477146e-06,-1.3256179e-08
-5.747848e-06,-1.3256505e-08
-5.7479797e-06,-1.3259816e-08
-5.74811e-06,-1.32623565e-08
-5.748239e-06,-1.3259881e-08
-5.748366e-06,-1.3254665e-08
-5.7484917e-06,-1.3251676e-08
-5.7486163e-06,-1.32516185e-08
-5.7487414e-06,-1.3250172e-08
-5.7488674e-06,-1.3248584e-08
-5.748996e-06,-1.3251667e-08
-5.7491275e-06,-1.3256486e-08
-5.7492625e-06,-1.3258183e-08
-5.7494017e-06,-1.3257281e-08
-5.749545e-06,-1.3255531e-08
-5.7496927e-06,-1.3254382e-08
-5.7498437e-06,-1.3254989e-08
-5.7499983e-06,-1.3256269e-08
-5.7501543e-06,-1.32570745e-08
-5.750312e-06,-1.3256709e-08
-5.750471e-06,-1.325445e-08
-5.750629e-06,-1.325079e-08
-5.750787e-06,-1.3248938e-08
-5.7509424e-06,-1.3250404e-08
-5.751096e-06,-1.3253319e-08
-5.751247e-06,-1.3254764e-08
-5.7513944e-06,-1.3252541e-08
-5.751538e-06,-1.3248263e-08
-5.7516772e-06,-1.3245162e-08
-5.751813e-06,-1.3243844e-08
-5.751945e-06,-1.3243076e-08
-5.7520742e-06,-1.3242857e-08
-5.7522007e-06,-1.3243256e-08
-5.752325e-06,-1.3244702e-08
-5.752447e-06,-1.3248568e-08
-5.7525685e-06,-1.3254162e-08
-5.752689e-06,-1.325931e-08
-5.7528096e-06,-1.3261565e-08
-5.752931e-06,-1.3260852e-08
-5.7530547e-06,-1.3257733e-08
-5.75318e-06,-1.32522935e-08
-5.753308e-06,-1.32464075e-08
-5.7534376e-06,-1.3245197e-08
-5.753569e-06,-1.3249779e-08
-5.753701e-06,-1.3255937e-08
-5.7538336e-06,-1.3259002e-08
-5.7539664e-06,-1.32582345e-08
-5.7540988e-06,-1.3256552e-08
-5.754231e-06,-1.3254931e-08
-5.754362e-06,-1.325508e-08
-5.754493e-06,-1.32578615e-08
-5.7546226e-06,-1.3261536e-08
-5.754752e-06,-1.3262689e-08
-5.7548796e-06,-1.3260157e-08
-5.7550074e-06,-1.3256148e-08
-5.755134e-06,-1.3253727e-08
-5.7552616e-06,-1.3252193e-08
-5.7553893e-06,-1.3249646e-08
-5.7555176e-06,-1.3247909e-08
-5.7556467e-06,-1.3249056e-08
-5.7557772e-06,-1.3249708e-08
-5.7559087e-06,-1.3247354e-08
-5.7560424e-06,-1.3245597e-08
-5.756178e-06,-1.3246566e-08
-5.7563157e-06,-1.3249203e-08
-5.7564553e-06,-1.3252239e-08
-5.7565976e-06,-1.325503e-08
-5.7567418e-06,-1.3256783e-08
-5.7568873e-06,-1.3256183e-08
-5.757034e-06,-1.32549385e-08
-5.7571824e-06,-1.3255324e-08
-5.7573307e-06,-1.3257578e-08
-5.757479e-06,-1.3258798e-08
-5.7576276e-06,-1.32585525e-08
-5.757775e-06,-1.3259655e-08
-5.757921e-06,-1.3261034e-08
-5.7580646e-06,-1.3259023e-08
-5.758206e-06,-1.3255806e-08
-5.7583443e-06,-1.3254951e-08
-5.758479e-06,-1.3254681e-08
-5.7586108e-06,-1.3251335e-08
-5.758741e-06,-1.3247189e-08
-5.7588686e-06,-1.3247089e-08
-5.758996e-06,-1.325066e-08
-5.7591233e-06,-1.3253929e-08
-5.759251e-06,-1.3255077e-08
-5.7593793e-06,-1.3253428e-08
-5.759508e-06,-1.3250595e-08
-5.759637e-06,-1.32508555e-08
-5.759766e-06,-1.32548506e-08
-5.7598936e-06,-1.3257465e-08
-5.7600196e-06,-1.3254333e-08
-5.7601437e-06,-1.3249203e-08
-5.7602656e-06,-1.3247325e-08
-5.760386e-06,-1.3249113e-08
-5.7605052e-06,-1.3251776e-08
-5.7606235e-06,-1.3252599e-08
-5.7607413e-06,-1.3251989e-08
-5.7608586e-06,-1.3251219e-08
-5.760977e-06,-1.3250713e-08
-5.761096e-06,-1.325063e-08
-5.7612165e-06,-1.32510625e-08
-5.7613393e-06,-1.3251582e-08
-5.7614648e-06,-1.3251106e-08
-5.7615925e-06,-1.32492985e-08
-5.761723e-06,-1.3246946e-08
-5.761855e-06,-1.3244206e-08
-5.761988e-06,-1.3242354e-08
-5.7621223e-06,-1.3243156e-08
-5.762256e-06,-1.3246171e-08
-5.76239e-06,-1.3249097e-08
-5.762525e-06,-1.3252732e-08
-5.76266e-06,-1.3257825e-08
-5.7627954e-06,-1.326095e-08
-5.7629322e-06,-1.32587035e-08
-5.76307e-06,-1.32534765e-08
-5.763209e-06,-1.3249664e-08
-5.76335e-06,-1.3247638e-08
-5.763492e-06,-1.3245431e-08
-5.7636357e-06,-1.3242203e-08
-5.7637803e-06,-1.3240952e-08
-5.7639268e-06,-1.324322e-08
-5.7640755e-06,-1.3246581e-08
-5.764226e-06,-1.3249013e-08
-5.7643783e-06,-1.325102e-08
-5.7645325e-06,-1.3254117e-08
-5.764688e-06,-1.3259868e-08
-5.7648444e-06,-1.3265734e-08
-5.765002e-06,-1.3267498e-08
-5.765159e-06,-1.3265474e-08
-5.765317e-06,-1.3262276e-08
-5.765475e-06,-1.3258605e-08
-5.765633e-06,-1.3256173e-08
-5.765791e-06,-1.3256083e-08
-5.765948e-06,-1.3257223e-08
-5.7661046e-06,-1.3257935e-08
-5.7662587e-06,-1.3258946e-08
-5.766411e-06,-1.3258394e-08
-5.766561e-06,-1.3255538e-08
-5.7667085e-06,-1.3252049e-08
-5.766854e-06,-1.3248375e-08
-5.7669977e-06,-1.3245317e-08
-5.76714e-06,-1.3245216e-08
-5.7672805e-06,-1.3247069e-08
-5.76742e-06,-1.3248995e-08
-5.7675584e-06,-1.3250738e-08
-5.7676957e-06,-1.3250861e-08
-5.767832e-06,-1.3248984e-08
-5.7679677e-06,-1.3250018e-08
-5.7681027e-06,-1.3253139e-08
-5.768238e-06,-1.3252308e-08
-5.768374e-06,-1.324872e-08
-5.7685115e-06,-1.3246837e-08
-5.7686498e-06,-1.3248341e-08
-5.768789e-06,-1.3250576e-08
-5.7689285e-06,-1.3251896e-08
-5.769069e-06,-1.3253618e-08
-5.7692087e-06,-1.325682e-08
-5.7693474e-06,-1.3261158e-08
-5.7694842e-06,-1.326465e-08
-5.7696193e-06,-1.32648745e-08
-5.7697525e-06,-1.3261612e-08
-5.7698844e-06,-1.325732e-08
-5.7700154e-06,-1.3254364e-08
-5.7701463e-06,-1.3253202e-08
-5.7702773e-06,-1.3252885e-08
-5.7704096e-06,-1.3252118e-08
-5.770543e-06,-1.3250822e-08
-5.7706784e-06,-1.3251922e-08
-5.7708157e-06,-1.3255085e-08
-5.770956e-06,-1.3256181e-08
-5.7710977e-06,-1.3254471e-08
-5.7712423e-06,-1.3252567e-08
-5.7713883e-06,-1.3251715e-08
-5.7715365e-06,-1.325195e-08
-5.7716857e-06,-1.325174e-08
-5.7718357e-06,-1.3250263e-08
-5.7719863e-06,-1.3249442e-08
-5.7721363e-06,-1.3249878e-08
-5.7722855e-06,-1.3250861e-08
-5.7724337e-06,-1.3252533e-08
-5.7725806e-06,-1.3252297e-08
-5.772726e-06,-1.3250688e-08
-5.7728703e-06,-1.3249461e-08
-5.7730126e-06,-1.3248687e-08
-5.773153e-06,-1.3247215e-08
-5.773292e-06,-1.324561e-08
-5.773428e-06,-1.32452005e-08
-5.7735606e-06,-1.3246949e-08
-5.7736906e-06,-1.3250891e-08
-5.7738184e-06,-1.3255302e-08
-5.7739444e-06,-1.3259355e-08
-5.7740695e-06,-1.3262645e-08
-5.774195e-06,-1.3262834e-08
-5.774321e-06,-1.3257663e-08
-5.7744483e-06,-1.32512845e-08
-5.7745756e-06,-1.324995e-08
-5.774703e-06,-1.3254046e-08
-5.77483e-06,-1.3257375e-08
-5.774956e-06,-1.325608e-08
-5.7750817e-06,-1.3252096e-08
-5.775207e-06,-1.3250566e-08
-5.775332e-06,-1.3252121e-08
-5.775456e-06,-1.3253429e-08
-5.7755806e-06,-1.3254516e-08
-5.7757043e-06,-1.325466e-08
-5.775829e-06,-1.325233e-08
-5.7759544e-06,-1.3249003e-08
-5.7760813e-06,-1.3247745e-08
-5.776211e-06,-1.3249134e-08
-5.7763427e-06,-1.325187e-08
-5.776478e-06,-1.3254005e-08
-5.7766165e-06,-1.3255179e-08
-5.7767584e-06,-1.3254743e-08
-5.7769034e-06,-1.325301e-08
-5.777052e-06,-1.3251277e-08
-5.7772036e-06,-1.3251439e-08
-5.7773573e-06,-1.3254023e-08
-5.777512e-06,-1.3256179e-08
-5.7776665e-06,-1.3254876e-08
-5.7778207e-06,-1.325127e-08
-5.7779725e-06,-1.3248618e-08
-5.778122e-06,-1.3247947e-08
-5.7782686e-06,-1.3248082e-08
-5.7784123e-06,-1.3248885e-08
-5.7785533e-06,-1.3249664e-08
-5.7786924e-06,-1.324963e-08
-5.7788297e-06,-1.3251764e-08
-5.778966e-06,-1.3256781e-08
-5.779102e-06,-1.32598235e-08
-5.779238e-06,-1.3258647e-08
-5.779375e-06,-1.3257062e-08
-5.7795132e-06,-1.3257488e-08
-5.779653e-06,-1.3259701e-08
-5.7797943e-06,-1.3261084e-08
-5.779937e-06,-1.3258655e-08
-5.7800808e-06,-1.3253436e-08
-5.7802245e-06,-1.32490605e-08
-5.7803686e-06,-1.3249087e-08
-5.780512e-06,-1.3252409e-08
-5.7806537e-06,-1.3255251e-08
-5.7807943e-06,-1.32576945e-08
-5.7809325e-06,-1.3262095e-08
-5.781069e-06,-1.32666536e-08
-5.781204e-06,-1.3267491e-08
-5.781337e-06,-1.3264859e-08
-5.7814696e-06,-1.3262198e-08
-5.781601e-06,-1.3259737e-08
-5.7817315e-06,-1.3257738e-08
-5.781861e-06,-1.3257281e-08
-5.7819902e-06,-1.32577656e-08
-5.7821185e-06,-1.3257517e-08
-5.7822463e-06,-1.3257259e-08
-5.782374e-06,-1.3258204e-08
-5.782502e-06,-1.3258779e-08
-5.7826305e-06,-1.3258342e-08
-5.7827597e-06,-1.325656e-08
-5.7828893e-06,-1.3254771e-08
-5.7830202e-06,-1.32564395e-08
-5.7831517e-06,-1.3259834e-08
-5.783285e-06,-1.3261349e-08
-5.78342e-06,-1.32609825e-08
-5.7835573e-06,-1.3260035e-08
-5.783697e-06,-1.3258455e-08
-5.783839e-06,-1.3257171e-08
-5.783983e-06,-1.3257362e-08
-5.7841285e-06,-1.325764e-08
-5.7842753e-06,-1.3256393e-08
-5.784423e-06,-1.3253294e-08
-5.784572e-06,-1.3250896e-08
-5.784721e-06,-1.3251849e-08
-5.7848706e-06,-1.3256434e-08
-5.78502e-06,-1.3261315e-08
-5.7851703e-06,-1.3260899e-08
-5.7853204e-06,-1.3254763e-08
-5.7854704e-06,-1.3248715e-08
-5.785619e-06,-1.324706e-08
-5.785767e-06,-1.3249608e-08
-5.7859124e-06,-1.3253168e-08
-5.7860566e-06,-1.3253631e-08
-5.786199e-06,-1.32521425e-08
-5.786339e-06,-1.3251246e-08
-5.7864763e-06,-1.32496565e-08
-5.7866114e-06,-1.3247618e-08
-5.7867433e-06,-1.3247847e-08
-5.7868724e-06,-1.3250979e-08
-5.786998e-06,-1.3253028e-08
-5.787121e-06,-1.3252246e-08
-5.787242e-06,-1.325151e-08
-5.7873617e-06,-1.3251073e-08
-5.78748e-06,-1.324967e-08
-5.7875986e-06,-1.3248206e-08
-5.7877182e-06,-1.3246468e-08
-5.7878397e-06,-1.3245203e-08
-5.787964e-06,-1.3245717e-08
-5.788091e-06,-1.3247937e-08
-5.7882226e-06,-1.3249785e-08
-5.7883585e-06,-1.3249992e-08
-5.7884995e-06,-1.3250259e-08
-5.7886455e-06,-1.3250506e-08
-5.788797e-06,-1.324965e-08
-5.788953e-06,-1.32495295e-08
-5.789113e-06,-1.3251737e-08
-5.789276e-06,-1.3255005e-08
-5.789442e-06,-1.3257808e-08
-5.7896104e-06,-1.3258127e-08
-5.7897796e-06,-1.3255817e-08
-5.7899492e-06,-1.3252178e-08
-5.790119e-06,-1.3249555e-08
-5.790288e-06,-1.3251276e-08
-5.7904563e-06,-1.3256531e-08
-5.7906227e-06,-1.3260101e-08
-5.790787e-06,-1.3257107e-08
-5.7909483e-06,-1.325089e-08
-5.791106e-06,-1.3246776e-08
-5.7912603e-06,-1.3245106e-08
-5.7914103e-06,-1.3243434e-08
-5.7915554e-06,-1.3243388e-08
-5.791696e-06,-1.3244569e-08
-5.791832e-06,-1.3243672e-08
-5.7919633e-06,-1.32427935e-08
-5.79209e-06,-1.3244939e-08
-5.7922125e-06,-1.32486795e-08
-5.79233e-06,-1.3249192e-08
-5.7924435e-06,-1.3245962e-08
-5.7925536e-06,-1.3244459e-08
-5.79266e-06,-1.3246098e-08
-5.792764e-06,-1.3249049e-08
-5.7928655e-06,-1.3251834e-08
-5.7929656e-06,-1.3252691e-08
-5.793064e-06,-1.3250322e-08
-5.793162e-06,-1.3248775e-08
-5.79326e-06,-1.3250774e-08
-5.793358e-06,-1.3253684e-08
-5.793456e-06,-1.32543185e-08
-5.793554e-06,-1.32514755e-08
-5.793652e-06,-1.32467335e-08
-5.7937496e-06,-1.32446925e-08
-5.7938473e-06,-1.3247792e-08
-5.793945e-06,-1.32522615e-08
-5.7940433e-06,-1.3253504e-08
-5.7941425e-06,-1.3252356e-08
-5.794243e-06,-1.3251404e-08
-5.794346e-06,-1.3249246e-08
-5.794451e-06,-1.3246829e-08
-5.7945595e-06,-1.3246483e-08
-5.794671e-06,-1.3247203e-08
-5.7947855e-06,-1.3246133e-08
-5.7949037e-06,-1.3245421e-08
-5.795026e-06,-1.3247565e-08
-5.7951524e-06,-1.3251742e-08
-5.795283e-06,-1.3254745e-08
-5.795418e-06,-1.325571e-08
-5.7955567e-06,-1.3256492e-08
-5.795699e-06,-1.3255951e-08
-5.795844e-06,-1.32537545e-08
-5.7959924e-06,-1.3252264e-08
-5.796143e-06,-1.3251341e-08
-5.7962957e-06,-1.3250189e-08
-5.796451e-06,-1.3249732e-08
-5.7966085e-06,-1.3247751e-08
-5.7967673e-06,-1.3243608e-08
-5.796928e-06,-1.323971e-08
-5.797089e-06,-1.3239792e-08
-5.7972516e-06,-1.32448035e-08
-5.797415e-06,-1.3251113e-08
-5.7975785e-06,-1.3254748e-08
-5.7977422e-06,-1.3254863e-08
-5.797906e-06,-1.3253592e-08
-5.798069e-06,-1.32538105e-08
-5.798231e-06,-1.3254763e-08
-5.798391e-06,-1.325429e-08
-5.79855e-06,-1.3252179e-08
-5.798707e-06,-1.3250178e-08
-5.798863e-06,-1.3249665e-08
-5.7990183e-06,-1.3249597e-08
-5.799172e-06,-1.3249964e-08
-5.799325e-06,-1.3250395e-08
-5.7994766e-06,-1.3250774e-08
-5.799627e-06,-1.3253434e-08
-5.799776e-06,-1.3256514e-08
-5.7999223e-06,-1.3255219e-08
-5.8000664e-06,-1.32481395e-08
-5.8002083e-06,-1.3241064e-08
-5.8003466e-06,-1.3240596e-08
-5.800482e-06,-1.32462175e-08
-5.8006135e-06,-1.3250987e-08
-5.8007417e-06,-1.3252147e-08
-5.800867e-06,-1.3252639e-08
-5.8009896e-06,-1.3254616e-08
-5.8011105e-06,-1.3256568e-08
-5.8012306e-06,-1.3257423e-08
-5.8013507e-06,-1.3257366e-08
-5.801471e-06,-1.325732e-08
-5.8015926e-06,-1.325682e-08
-5.801716e-06,-1.3255268e-08
-5.801841e-06,-1.3254031e-08
-5.8019677e-06,-1.3255071e-08
-5.8020964e-06,-1.32579725e-08
-5.802227e-06,-1.3261436e-08
-5.8023597e-06,-1.3262116e-08
-5.8024934e-06,-1.3258554e-08
-5.802629e-06,-1.325393e-08
-5.8027645e-06,-1.3250064e-08
-5.8029013e-06,-1.3247726e-08
-5.803038e-06,-1.3248381e-08
-5.803176e-06,-1.3252096e-08
-5.8033133e-06,-1.3257236e-08
-5.8034516e-06,-1.32601e-08
-5.8035903e-06,-1.3257861e-08
-5.80373e-06,-1.3252505e-08
-5.803871e-06,-1.3248859e-08
-5.8040127e-06,-1.3247659e-08
-5.804156e-06,-1.3247006e-08
-5.8043e-06,-1.32473525e-08
-5.8044448e-06,-1.3249813e-08
-5.80459e-06,-1.3252947e-08
-5.804735e-06,-1.3253647e-08
-5.804881e-06,-1.3253839e-08
-5.8050277e-06,-1.3255111e-08
-5.8051755e-06,-1.3256627e-08
-5.8053247e-06,-1.3258352e-08
-5.805475e-06,-1.3258873e-08
-5.805626e-06,-1.3258258e-08
-5.805778e-06,-1.3257904e-08
-5.80593e-06,-1.3256704e-08
-5.8060823e-06,-1.32543185e-08
-5.806235e-06,-1.3253022e-08
-5.806388e-06,-1.3253901e-08
-5.8065402e-06,-1.32561375e-08
-5.806693e-06,-1.32600215e-08
-5.806845e-06,-1.3263873e-08
-5.806997e-06,-1.3262971e-08
-5.807149e-06,-1.32563684e-08
-5.807301e-06,-1.3249395e-08
-5.807454e-06,-1.3247187e-08
-5.807607e-06,-1.32508555e-08
-5.8077608e-06,-1.3256966e-08
-5.8079145e-06,-1.3258762e-08
-5.808068e-06,-1.3254497e-08
-5.8082205e-06,-1.3249582e-08
-5.8083724e-06,-1.3247958e-08
-5.808523e-06,-1.32485924e-08
-5.808672e-06,-1.3248396e-08
-5.80882e-06,-1.32475515e-08
-5.808966e-06,-1.3248718e-08
-5.80911e-06,-1.32519435e-08
-5.8092533e-06,-1.3254848e-08
-5.809395e-06,-1.32553755e-08
-5.8095357e-06,-1.3255206e-08
-5.809676e-06,-1.3255062e-08
-5.809816e-06,-1.3253534e-08
-5.809955e-06,-1.3251299e-08
-5.8100936e-06,-1.3250604e-08
-5.810232e-06,-1.3251824e-08
-5.8103697e-06,-1.3255274e-08
-5.8105065e-06,-1.3258925e-08
-5.8106434e-06,-1.3258719e-08
-5.8107803e-06,-1.3255609e-08
-5.810918e-06,-1.3254042e-08
-5.811056e-06,-1.325282e-08
-5.811195e-06,-1.3250342e-08
-5.8113355e-06,-1.3246059e-08
-5.811477e-06,-1.3240919e-08
-5.81162e-06,-1.3240118e-08
-5.8117644e-06,-1.3245114e-08
-5.8119094e-06,-1.3252276e-08
-5.8120554e-06,-1.3257857e-08
-5.812202e-06,-1.3259207e-08
-5.8123483e-06,-1.3258766e-08
-5.8124942e-06,-1.3258908e-08
-5.8126393e-06,-1.3258041e-08
-5.8127825e-06,-1.325654e-08
-5.8129244e-06,-1.3255082e-08
-5.8130636e-06,-1.3252714e-08
-5.8132e-06,-1.3250732e-08
-5.813334e-06,-1.3250595e-08
-5.813465e-06,-1.3251429e-08
-5.8135934e-06,-1.32522935e-08
-5.81372e-06,-1.32536275e-08
-5.813845e-06,-1.3255652e-08
-5.813969e-06,-1.3258282e-08
-5.8140936e-06,-1.3261222e-08
-5.814219e-06,-1.3263758e-08
-5.8143455e-06,-1.3263215e-08
-5.8144733e-06,-1.3260864e-08
-5.8146034e-06,-1.3259781e-08
-5.8147343e-06,-1.3259029e-08
-5.8148667e-06,-1.3257343e-08
-5.8150003e-06,-1.32557885e-08
-5.815135e-06,-1.3256063e-08
-5.8152705e-06,-1.3257509e-08
-5.815407e-06,-1.3258797e-08
-5.815544e-06,-1.3258286e-08
-5.81568e-06,-1.3254528e-08
-5.815816e-06,-1.3247841e-08
-5.815951e-06,-1.3242408e-08
-5.816086e-06,-1.3241459e-08
-5.8162204e-06,-1.3242613e-08
-5.8163546e-06,-1.3243405e-08
-5.8164896e-06,-1.3244307e-08
-5.8166247e-06,-1.3245229e-08
-5.81676e-06,-1.3245851e-08
-5.816895e-06,-1.3248021e-08
-5.817029e-06,-1.3251973e-08
-5.817162e-06,-1.3254997e-08
-5.817294e-06,-1.32554545e-08
-5.8174255e-06,-1.3253725e-08
-5.8175565e-06,-1.32513955e-08
-5.817687e-06,-1.3250938e-08
-5.8178184e-06,-1.3253545e-08
-5.8179517e-06,-1.3256108e-08
-5.8180867e-06,-1.3256072e-08
-5.818224e-06,-1.325488e-08
-5.8183646e-06,-1.3253582e-08
-5.8185083e-06,-1.3252492e-08
-5.818655e-06,-1.3252599e-08
-5.8188057e-06,-1.3254288e-08
-5.8189594e-06,-1.325488e-08
-5.8191163e-06,-1.3254402e-08
-5.8192763e-06,-1.3255606e-08
-5.819439e-06,-1.32580755e-08
-5.819604e-06,-1.3261126e-08
-5.819772e-06,-1.3263839e-08
-5.819941e-06,-1.3265525e-08
-5.8201113e-06,-1.32653355e-08
-5.8202813e-06,-1.3264075e-08
-5.8204505e-06,-1.3261615e-08
-5.8206183e-06,-1.325695e-08
-5.8207843e-06,-1.3251307e-08
-5.820948e-06,-1.3247151e-08
-5.821109e-06,-1.3245889e-08
-5.8212663e-06,-1.3248372e-08
-5.8214205e-06,-1.3252066e-08
-5.8215705e-06,-1.32524e-08
